content | chapter
I would like to catch them in a double snare by first promising you in marriage to Lu Bu and then offering you to Dong Zhuo, thus putting you in a perfect position to turn them against one another. Drive Lu Bu to kill Dong Zhuo, and you will have eliminated a great evil, stabilized the dynastic shrines, and restored our ruling house. It lies in your power. But are you willing?" "I have already agreed to serve," said Diaochan. "I am eager to be presented to them. Leave all the rest to me." "If this gets out," Wang Yun cautioned her, "my house will be destroyed." "Have no fear, my lord," she said. "If I cannot live up to my duty, may I die by ten thousand cuts." Wang Yun saluted her in gratitude. | 008 Wang Yun Shrewdly Sets a Double Snare; Dong Zhuo Starts a Brawl at Phoenix Pavilion
The next day Wang Yun had a smith fashion a golden headpiece studded with priceless pearls from his family's treasure chest. When the helmet was finished, he sent a man to present it secretly to Lii Bu. Delighted with the gift, Lu Bu came to Wang Yun's home to express his appreciation. The minister received him outside the main gate and ushered him into his private apartment, where he prepared a feast of choice delicacies. Then Wang Yun led Lii Bu to the seat of honour. "I am merely one of the prime minister's generals," the guest said, "but you are a great minister. I am not worthy of such courtesy." "In this day and age," Wang Yun replied, "the world has no heroes save you, General. It is not your office but your great ability to which I pay homage." | 008 Wang Yun Shrewdly Sets a Double Snare; Dong Zhuo Starts a Brawl at Phoenix Pavilion
These words gave Lii Bu immense pleasure. Wang Yun toasted him with solicitous hospitality, never ceasing to extol the virtue of Imperial Preceptor Dong Zhuos and General Lu Bu. Lii Bu laughed broadly and imbibed freely. Wang Yun dismissed the attendants, keeping a few serving girls to pour the wine. Both men were well warmed when Yun called for his "daughter." Two maids led out Diaochan, dressed most alluringly. Lii Bu, startled, asked who she was. "My daughter, Diaochan," was the reply. "You have favoured me, General, with more kindness than I could possibly deserve, as if we were closely related. That's why I would like to present her to you." | 008 Wang Yun Shrewdly Sets a Double Snare; Dong Zhuo Starts a Brawl at Phoenix Pavilion
He ordered Diaochan to offer a cup to Lu Bu. As she held out the wine with both hands a subtle interest crept into their glances. Wang Yun, feigning intoxication, said, "My child, invite the general to drink deeply. He is the mainstay of our household." Lu Bu offered Diaochan a seat, but she feigned a move to withdraw. "The general is my closest friend," Wang Yun admonished her, "there is no reason not to sit with him.” Diaochan seated herself beside Yun. Lii Bu's eyes never left her.® A few more cups and Wang Yun said, "I would like to offer my daughter to you— if you would be willing to have her as your concubine." Lii Bu rose to express his appreciation: "For that I would be bound to you in loyalty even as a horse or a dog." "Then," said Yun, "we will select an auspicious day to deliver her." | 008 Wang Yun Shrewdly Sets a Double Snare; Dong Zhuo Starts a Brawl at Phoenix Pavilion
Lii Bu's delight knew no bounds. His glance clung to her, and she reciprocated with her own suggestive signs. The party came to an end. "I would have asked you to stay the night," said Wang Yun, "but was afraid the imperial preceptor would become suspicious." Lii Bu saluted his host repeatedly and departed. Several days later at court, choosing a time when Lu Bu was out of sight, Wang Yun knelt before Dong Zhuo, hands touching the floor, and said, "Would the imperial preceptor deign to dine at my humble home?" "The invitation from the minister of the interior is accepted with pleasure," was the response. Wang Yun expressed his thanks and returned home. | 008 Wang Yun Shrewdly Sets a Double Snare; Dong Zhuo Starts a Brawl at Phoenix Pavilion
Delicacies of land and sea furnished Wang Yun's feast. The setting was placed at the centre of the main hall. Exquisitely embroidered cloths were spread over the ground, and drapes hung inside and outside the dining chamber. Toward noon Dong Zhuo arrived by carriage. Dressed in court attire, bowing and tendering his respects, Wang Yun received his guest as he descended. One hundred halberdiers escorted him into the room and ranged themselves at either side. At the dais Wang Yun prostrated himself again. Dong Zhuo ordered his men to help his host to a seat beside him. | 008 Wang Yun Shrewdly Sets a Double Snare; Dong Zhuo Starts a Brawl at Phoenix Pavilion
"Imperial Preceptor," Wang Yun said, "your magnificent virtue towers above us. The greatest sages of antiquity— Preceptor Yi Yin and Regent ZhougongZ— cannot approach you in virtue." These words pleased Zhuo enormously. The wine was served and the entertainment began. Wang Yun continued to shower his guest with gracious compliments. The day waned. The wine warmed them well. Wang Yun invited Dong Zhuo to his private apartment. Zhuo dismissed his guard. Yun profferred a goblet and congratulated the preceptor. "Since my youth," said Wang Yun, "I have been studying the patterns of the heavens. The signs I see at night say that the Han has completed its allotted span. The whole realm is moved by your achievements and virtue. | 008 Wang Yun Shrewdly Sets a Double Snare; Dong Zhuo Starts a Brawl at Phoenix Pavilion
The wish of Heaven and the hopes of men would be well fulfilled if you followed the example of the ancient worthies Shun and Yu, who accepted their sovereigns' abdication on the strength of their own merit." "That," Dong Zhuo exclaimed, "is more than I dare hope for." Wang Yun continued, "Since earliest times those who would govern rightly have taken action against those who govern ill, and those without virtue have yielded power to those with virtue. In the present circumstances there would not be the slightest question of your exceeding your proper placet's Dong Zhuo smiled and said, "If the Mandate of Heaven should actually settle upon me, you would be honoured as a founder of the house." | 008 Wang Yun Shrewdly Sets a Double Snare; Dong Zhuo Starts a Brawl at Phoenix Pavilion
Wang Yun bowed deeply to show his gratitude. In the chamber decorated candles were lit. Only the serving maids stayed behind, tendering wine and food. "Our regular musicians," Wang Yun said, "are too ordinary for such an occasion as this. But there happens to be a performer here whom I beg leave to have appear before you." "A wonderful and ingenious thought!" exclaimed Dong Zhuo. Wang Yun ordered the curtain lowered and outside it, encircled by an ensemble of pipe and reed, Diaochan began her dance. Admiration of her art is expressed in this lyric: Like Flying-Swallow of Zhaoyang Palace, The swan-sprite turns in an opened palm— Is she fresh from Dongting's vernal lake?§ Her graceful step keeps the Liangzhou air: As the tender scent a flowering branch exhales Fills the paneled room with springtime warmth. | 008 Wang Yun Shrewdly Sets a Double Snare; Dong Zhuo Starts a Brawl at Phoenix Pavilion
Another poem describes her performance: To the quickening beat the swallow now takes wing, Reaching the gorgeous room still trailing mist: Those black brows caused the rover's heart to ache, Those looks have pierced the souls of all who sued.M No elmseed coin could buy those golden smiles; No gem or jewel need gild her willow waist. Now done and screened again, she glances to discover Who next will play the goddess's royal lover.n Dong Zhuo ordered the dancer to approach him. Diaochan entered from behind the curtain, making profound salutations. Dong Zhuo took in girl?" "The songstress Diaochan," answered Wang Yun. "Then she can sing as well?" Dong Zhuo inquired. | 008 Wang Yun Shrewdly Sets a Double Snare; Dong Zhuo Starts a Brawl at Phoenix Pavilion
Wang Yun had Diaochan take up the poem describes the moment well: Her parting lips were like the cherry bud. Across two rows of jade an air of spring flowed forth. But her clove-sweet tongue proved a steely sword That put to death a base, betraying lord. Dong Zhuo could not stop marveling at her voice. Wang yun ordered Diaochan to serve more wine. Dong Zhuo lifted his cup and asked, "How many springs have you passed?" "Your servant is just sixteen," she replied. "You must have come from a land of fairies," Dong Zhuo said. At that moment Wang Yun rose from his mat and declared, "I would like to present this girl to the imperial preceptor, if it would be agreeable." | 008 Wang Yun Shrewdly Sets a Double Snare; Dong Zhuo Starts a Brawl at Phoenix Pavilion
"I would be at a loss to repay such a boon," Dong Zhuo responded. "To serve the imperial preceptor would be splendid luck for her," Wang Yun added. Again Dong Zhuo voiced his thanks. Wang Yun immediately ordered a felt-lined closed carriage to carry Diaochan ahead to the prime minister's residence. Then Dong Zhuo rose and bade his host goodbye. Wang Yun escorted his guest home before taking his leave. Wang Yun was halfway home again when he saw two lines of red lanterns on the road ahead; in their light stood Lii Bu, armed and mounted. Lu Bu reined in and reached over, taking hold of Yun's upper garment. "You promised Diaochan to me," he snarled. "Now you give her to the imperial preceptor. What kind of game are you trying to play?" | 008 Wang Yun Shrewdly Sets a Double Snare; Dong Zhuo Starts a Brawl at Phoenix Pavilion
"This is not the place to talk," Wang Yun responded. "Come to my house. Please." Lii Bu accompanied Wang Yun home. They dismounted and went to the private apartment. After the amenities Wang Yun asked, "What grounds do you have for such an accusation, General?" "It was reported to me," Lu Bu answered, "that you delivered Diaochan to the prime minister's residence in a felt-lined closed carriage. What is the meaning of this?" "Then you really do not know! Yesterday," Wang Yun explained, "the preceptor said to me at court, 'There is something I wish to discuss. I will visit you tomorrow.' So I prepared a small banquet. As we were dining, he said, T understand you have a daughter, Diaochan, whom you have promised to my son, Fengxian. Lest the agreement seem less than official, I have come especially to confirm it and to meet your daughter as well.' | 008 Wang Yun Shrewdly Sets a Double Snare; Dong Zhuo Starts a Brawl at Phoenix Pavilion
I could hardly disobey, so I led her out to pay her respects to her future father-in-law. The preceptor said, 'Today is an auspicious day. I shall take Diaochan back with me for my son.' A moment's reflection, General, and you will realize that I could hardly refuse the preceptor's personal request." "Then you must forgive me, Your Honour," Lii Bu said. "I was mistaken and will come another time to apologise properly." "My daughter,” Wang Yun added, "has a sizable trousseau. I will deliver it as soon as she joins you at your residence." The general thanked the minister and left. The next day Lii Bu made inquiries at Dong Zhuo's residence but was unable to learn anything. He went directly into the ministerial quarters and questioned the serving maids. | 008 Wang Yun Shrewdly Sets a Double Snare; Dong Zhuo Starts a Brawl at Phoenix Pavilion
"Last night," they informed him, "the imperial preceptor had a new girl with him. They have not yet arisen." Lu Bu felt great anger swell within him. He stole close to the outside of Dong Zhuo's bedroom and peered in. Diaochan was combing her hair by the window. Suddenly she saw a reflection in the pool outside, that of a huge man with a headpiece that caught his hair in a knot. Assuming it was Lii Bu, she puckered her brows, feigning sorrow and dabbing at her eyes with a filmy scarf. Lii Bu observed her a good while before moving away. Moments later he reentered the main hall where Dong Zhuo was seated. Dong Zhuo saw Lii Bu come in and asked, "Is everything all right outside?" "No problems," answered Lii Bu and stood in attendance beside the preceptor. | 008 Wang Yun Shrewdly Sets a Double Snare; Dong Zhuo Starts a Brawl at Phoenix Pavilion
Dong Zhuo was eating. Lii Bu glanced around. He spotted a young woman moving back and forth behind a damask curtain, peeking out now and then and letting a corner of her face show. Her eyes bespoke her affection. Lii Bu knew her to be Diaochan, and the soul within him fluttered. Dong Zhuo noticed Lii Bu's distraction and, pricked by jealousy and suspicion, said, "If there is nothing else, you may go." Sullenly, Lii Bu left. Enthralled by Diaochan's charms, Dong Zhuo let official business lapse for more than a month. Once he fell ill, and Diaochan stayed up every night catering to his needs and wishes. On one occasion Lu Bu entered the private apartments to see him. Dong Zhuo was sleeping. | 008 Wang Yun Shrewdly Sets a Double Snare; Dong Zhuo Starts a Brawl at Phoenix Pavilion
Behind the bed Diaochan tilted her shoulders toward Lii Bu and pointed first to her heart and then to Dong Zhuo. Her cheeks were moist. Lii Bu felt his own heart crumble within him. Dong Zhuo opened his eyes and slowly focused on Lii Bu, who was staring at the rear of the bed. Dong Zhuo swung around and spied Diaochan behind him. "Have you been flirting with my favourite concubine?" he screamed and ordered Lii Bu thrust from the room. "Never enter here again!" he shouted. Rage and hatred struck deep in Lii Bu. On the way home he met Li Ru and told him what had happened in the bedroom. Li Ru rushed to see Dong Zhuo. "Imperial Preceptor," he pleaded, "if you hope to make the realm your own, there's no point in blaming Lii Bu for so trifling an offense. Our cause is lost if he turns against us." | 008 Wang Yun Shrewdly Sets a Double Snare; Dong Zhuo Starts a Brawl at Phoenix Pavilion
"What shall I do?" asked Dong Zhuo. "Summon him tomorrow morning," Li Ru counseled, "and honour him with presents of gold and silk. Mollify him with gentle phrases. There should be no further problems." Dong Zhuo agreed and the next day had Lii Bu called before him. "Yesterday," Dong Zhuo began, "I was unwell and not at all myself. I said the wrong thing and did you injury. Do not hold it against me." Dong Zhuo conferred on his general a bounty of ten catties of gold and twenty rolls of silk. Lii Bu thanked him and went home. But from then on, though his body remained with Dong Zhuo, his mind dwelled on Diaochan. After Dong Zhuo got over his illness, he held court once again. | 008 Wang Yun Shrewdly Sets a Double Snare; Dong Zhuo Starts a Brawl at Phoenix Pavilion
Lii Bu, armed as always, attended him. One day he saw the preceptor in conference with Emperor Xian and slipped away to Dong Zhuo's residence. He tied his horse at the front entrance and went into the rear chambers, halberd in hand, where he found Diaochan. "Wait for me," she said, "in the back garden by the Phoenix Pavilion.” Lii Bu went where he was told and stood by the curved railing that surrounded the little belvedere. After a long while he saw her coming, parting the flowers and brushing aside the willows— truly, to any mortal eye, a celestial being from the Palace on the Moon. Weeping, she joined him and said, "Though I am not his real daughter, Minister Wang Yun treats me as his own flesh and blood. The moment he presented me to you, my lifelong prayers were answered. | 008 Wang Yun Shrewdly Sets a Double Snare; Dong Zhuo Starts a Brawl at Phoenix Pavilion
I can't believe that the preceptor's conscience could permit him to stain my purity, so that 1 now despair of life itself. I have borne my shame and prolonged my worthless existence only for the chance to say good-bye to you. Our fortunate meeting today answers my wish. But never again, disgraced as I am now, could I serve a hero such as you. I shall die before your eyes to show my earnest heart." With that, she grasped the curved railing and started into the lotus pool. Lu Bu lunged forward and caught her. Through his tears he said, "I have long known your real feelings, but alas, we could never speak." Diaochan reached out and clutched Lii Bu's clothing. "Since I can never be your wife in this world," she said, "I want to arrange to meet you in the next." | 008 Wang Yun Shrewdly Sets a Double Snare; Dong Zhuo Starts a Brawl at Phoenix Pavilion
"If I cannot have you as my wife in this world," answered Lu Bu, "then I am no hero worthy of the name.” "I count my days as years. Pity me, my lord, and save me," the girl implored. "I had to slip away or else the old villain would suspect something," Lii Bu said. "Now I must go back." Diaochan would not let go of him. "If you are so afraid of the 'old villain,'" she cried, "then I will never see the light of day again, for I am lost." Lii Bu stood still. "Give me time to think," he said finally, as he took his halberd and turned to leave. "Oh, General!" cried Diaochan, "even in the seclusion of my boudoir your name resounded like thunder. I thought you the foremost man of the age and never imagined another could subjugate you." | 008 Wang Yun Shrewdly Sets a Double Snare; Dong Zhuo Starts a Brawl at Phoenix Pavilion
Her tears rained down. Shame covered Lii Bu's face as he leaned on his halberd, listening. Then he turned and embraced Diaochan, comforting her with tender words. The pair clung together fondly. Dong Zhuo, who was still at court, began to wonder where Lii Bu had gone. He bid the Emperor a hasty good-bye and returned home in his carriage. Seeing Lii Bu's horse tied at his front gate, he questioned the gateman and was told that the general was in the rear chamber. Dong Zhuo dismissed his servants roughly and went looking for Lu Bu. Not finding him in the rear chamber, he called for Diaochan. She too was not to be found. "She is in the back garden viewing the blossoms," the maidservants told him. | 008 Wang Yun Shrewdly Sets a Double Snare; Dong Zhuo Starts a Brawl at Phoenix Pavilion
Dong Zhuo rushed there and saw the amorous pair tete-a-tete at the Phoenix Pavilion. The halberd had been set aside. Dong Zhuo's anger flared and he let out a dreadful shout. Lii Bu spotted him, panicked, and fled. Dong Zhuo picked up the great halberd and gave chase. Lii Bu was swift. Dong Zhuo, too fat to catch up, heaved the weapon. Lii Bu knocked it aside. Dong Zhuo retrieved it and continued running, but Lii Bu was already out of range. Dong Zhuo dashed out the garden gate, collided head on with another man running in, and fell to the ground. Indeed: His fury mounted to the sky, But his heavy frame sprawled upon the ground. | 008 Wang Yun Shrewdly Sets a Double Snare; Dong Zhuo Starts a Brawl at Phoenix Pavilion
The man who plowed into Dong Zhuo was none other than his most trusted adviser, Li Ru. Horrified, Li Ru scrambled to help Dong Zhuo into the library, where the preceptor sat down and composed himself. "Whatever brought you here?" gasped Dong Zhuo. "I came in through the main gate," Li Ru replied. "They told me you'd charged off into the rear garden looking for Lii Bu. I rushed over, too, and saw him bounding away, crying, The preceptor's after me!' So I headed into the garden to try and smooth things over, but I have only offended Your Worship and made things worse. I deserve to die." "Oh, to be rid of that scoundrel!" Dong Zhuo said fiercely. "He was flirting with my darling. I'll have his head for it." | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
"That would be most unwise, Your Worship," Li Ru responded. "In ancient times at the famous banquet where all guests were told to tear the tassels from their hats, King Zhuang of Chu overlooked an amorous gesture toward his queen from Jiang Xiong, the very man who later saved the king from Qin soldiers.i Now, this Diaochan is just another woman; but Lu Bu is a fierce and trusted general. Give her to him now, and he will risk life and limb to requite your generosity. I entreat you, consider it carefully." After absorbing this advice, Dong Zhuo said, "You have a point. I shall think it over." Li Ru thanked him and left. | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
Dong Zhuo returned to his private apartments and asked Diaochan, "Are you having an affair with Lu Bu?" Diaochan burst into tears before replying, "I was enjoying the flowers in the back garden when he accosted me. I was frightened and tried to slip away. He said, 'I am the imperial preceptor's son. You don't have to avoid me.'Then he chased me with that halberd of his over to the Phoenix Pavilion. I could see he meant no good. What if he forced himself on me? I tried to throw myself into the pool, but the brute wrapped his arms around me. My life was hanging there in the balance when you came— just in time to save me." | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
"I have made a decision," Dong Zhuo declared. "I am going to give you into Lii Bu's service. What do you think of that?" Panicked, Diaochan pleaded through tears;2 "Having had the honour of serving Your Worship, I could not bear the shame of being handed down to an underling." She took hold of a sword hanging against the wall and pressed it to her throat. Dong Zhuo snatched it away and embraced her. ”1 spoke in jest," he said. Diaochan collapsed in his arms. "I know this is Li Ru's doing," she murmured as she hid her face and sobbed. "He and Lii Bu are fast friends and must have worked this out between them without giving the slightest consideration to the dignity of the Imperial Preceptor or to my own life. Oh, I could eat him alive!" | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
"I will never give you up," said Dong Zhuo, comforting her. "Though I enjoy the favour of your attention," Diaochan went on, "I don't think I should remain here too long. Lii Bu will find a way to ruin me." "Tomorrow," said Dong Zhuo, "you and I shall repair to the new palace at Mei and take our pleasure there together. T ry not to worry." Diaochan mastered her fears and thanked Dong Zhuo. The following day Li Ru appeared before Dong Zhuo and said, "Today is an auspicious day for presenting Diaochan to Lii Bu." the expressive beauty of her face and asked, "Who is this sandalwood blocks and tap the rhythm as she sang. This | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
"Lii Bu and I," Dong Zhuo replied, "are father and son. It would be unseemly for me to present her to him. Despite his offense, however, I will take no action against him. Convey my wishes— and speak gently to comfort him." "Preceptor," Li Ru urged, "you should not let a woman beguile you." Dong Zhuo's expression turned ugly. "Would you care," he asked, "to give your wife to Lu Bu? Let us hear no more of this, or the sword will speak for me." Li Ru left Dong Zhuo's presence and, raising his eyes to Heaven, sighed, "We are all doomed, and at a woman's hands." | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
A reader of later times was moved to write this verse: Wang Yun staked the empire's fate on a gentle maiden's charm. Spear and shield were set aside, no soldier came to harm. In the fray at Tiger Pass three heroes fought in vain. Instead the victory song was sung at Phoenix Pavilion. That same day Dong Zhuo prepared to return to Mei. The whole assembly of officials came to see him off. From her carriage Diaochan picked out Lii Bu in the throng, staring at her. She covered her face as if weeping. The carriage began to move. Lii Bu led his horse to a knoll and watched the dust rising behind the wheels. A sigh of remorse escaped from his lips. | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
"Why are you staring into the distance and sighing?" someone asked from behind. "Why aren't you with the preceptor?" It was Minister of the Interior Wang Yun. After they had exchanged greetings, Wang Yun said, "A slight indisposition has kept me indoors the past few days— that's why we haven't seen each other— but I felt I had to get myself out for the preceptor's departure. And now I have the added pleasure of meeting you. Forgive my question, General, but is something the matter?" "Your daughter, that's all," was the reply. "You mean, he's kept her all this time?" Wang Yun asked, affecting surprise. "That old villain made her his favourite long ago," answered Lu Bu. | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
"I don't believe it!" Wang Yun exclaimed. Lii Bu then related what had happened to Diaochan as Wang Yun looked skyward and stamped his feet. Finally he spoke: "It amazes me that the preceptor could do such a beastly thing." He took Lii Bu's hand and said, "Why don't we discuss this further at my home?" Lu Bu returned with Wang Yun, who ushered him into a private room. Given wine and treated cordially, Lii Bu narrated in full his confrontation with Dong Zhuo at the pavilion. "Then the preceptor has violated my daughter!" responded Wang Yun, "and snatched your wife. We stand shamed and mocked before the world. | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
He is not mocked— only you and 1. 1 am nothing but a useless old man, and I suppose I will have to swallow the insult. What a pity, though, for you, General— fora hero, head and shoulders above them all, to suffer such disgrace!" Lu Bu's anger could have lifted him to the heavens. He struck the table and roared. "I should never have said what I did," Wang Yun said immediately. "Please compose yourself." "The villain's life will clear my name," Lu Bu shouted. "Do not say so, General," Wang Yun admonished, hastily touching Lii Bu's mouth. "I'm afraid I shall be implicated." | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
"As a man of honour standing before Heaven and earth," Lu Bu went on, "I will not be his underling forever." "A man with your abilities," Wang Yun agreed, "should not be subject to the authority of someone like Preceptor Dong." "I would love to be rid of the old villain," confided Lii Bu, "but history would brand me an unfilial son." Smiling faintly, Wang Yun said, "You are a Lu. He is a Dong. Where was his fatherly feeling when he threw that halberd?" Lu Bu's temper flared again. "I nearly overlooked that!" he cried. "Thank you for reminding me." | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
As his suggestions took hold, Wang Yun continued working on Lii Bu: "Your service to the Han will secure your reputation for loyalty, and historians will preserve your good name for posterity. But support for Dong Zhuo is disloyal and will earn you an eternity of condemnation." Lii Bu shifted off his seat and bowed to the ground to show his respect. "My mind is made up," said Lit Bu. "Do not doubt it." "But failure means disaster," Wang Yun cautioned. With his knife Bu pricked blood from his arm to seal his pledge. In response Wang Yun dropped to his knees and said, "Your gracious favour enables the temple services of the Han to continued But you must disclose nothing. A plan of action will be ready in due time, and you will be informed." | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
Lu Bu assented and took his leaved Next, Wang Yun summoned Shisun Rui, a superviser in the Secretariat, and Huang Wan, commander of the Capital Districts, to try to work out a plan. "The Emperor," Rui began, "has recently recovered from an illness. Send a smooth talker to the new palace in Mei requesting Dong Zhuo's presence in the capital. At the same time have the Emperor secretly authorise Lii Bu to place an ambush at the court gates. Escort Dong Zhuo in and kill him there. That's the best way." "Who will take the message?" asked Huang Wan. "Cavalry Commander Li Su," suggested Rui, "comes from Lu Bu's own district. He has resented Dong Zhuo ever since he was passed over for promotion, but Dong Zhuo is unlikely to suspect him." | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
"A good choice," said Wang Yun. Wang Yun presented the plan to Lu Bu, who said, "Li Su! He talked me into killing Ding Yuan! He'll go all right, or I'll have his head." Li Su was secretly brought in, and Lii Bu confronted him: "Once you convinced me to kill my benefactor and stepfather Ding Yuan and go over to Dong Zhuo. Now he has wronged the Emperor and caused the people to suffer. His foul crimes have roused the indignation of men and gods alike. We want you to carry the Emperor's edict to Mei, commanding Dong Zhuo to appear at court, where soldiers in hiding will be ready to kill him. We must work for the house of Han as loyal subjects. Do we have your consent?" | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
"I, too," replied Li Su, "have longed to be rid of him, but I despaired of finding allies. If you, General, are so minded, then Heaven itself favours our cause. I am with you, heart and soul." He broke an arrow to confirm his oath. "If your mission succeeds," said Wang Yun, "a handsome commission awaits you." Li Su and a dozen riders went to Mei the following day. The arrival of the imperial edict was announced, and Dong Zhuo received the bearer. Li Su paid his respects. "What edict from the Emperor?" asked Dong Zhuo. "His Majesty," began Li Su, "has recovered from his illness and desires to call together the full assembly in the Weiyang Hall. This edict was issued in connection with a decision to yield the throne to the preceptor." | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
"What is Wang Yun's view?" asked Dong Zhuo. "The minister of the interior," Li Su replied, "has already arranged for the construction of a platform for the ceremony of abdication. Only your presence is awaited, my lord." Delighted, Dong Zhuo said, "Last night I dreamed that a dragon was encircling me; today these auspicious tidings arrive. My time has come. I must not miss it." Dong Zhuo ordered four trusted generals— Li Jue, Guo Si, Zhang Ji, and Fan Chou— to guard Mei with three thousand men from his Flying Bear Corps.® Then he made ready to return to Chang'an. "When I am emperor," he said, turning to Li Su, "you will bear the gilded mace as chief of the Capital Guard.” | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
Li Su gave thanks, speaking as a subject addressing his sovereign. Dong Zhuo went to take leave of his mother, a woman more than ninety years old. "Where are you going, son?" she asked. "I am going to accept the succession from the Han," he replied. "Shortly you will be made Queen Mother." "These few days," she said, "I have been feeling unsteady, and my heart won't quiet down. Could it be an ill omen?" "Mother," Dong Zhuo answered, "you are going to be Mother of the Realm. That's what these little premonitions mean." He took his leave. | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
Before departing, he told Diaochan, "When I am emperor, you will be made Precious Consort." Diaochan, who realized he was falling into the trap, feigned great pleasure and expressed profound gratitude. Surrounded by his adherents, Dong Zhuo ascended his carriage and set out for Chang'an. He had travelled less than thirty li when a wheel broke. Dong Zhuo switched to horseback. After another ten li the horse began snorting wildly and snapped its reins. Dong Zhuo said to Li Su, "First the wheel, now the horse— what do these signs mean?" "Simply," Li Su answered smoothly, "that the preceptor will be replacing the Han, discarding the old for the new, and should soon be riding in the imperial carriage with its jewels and golden gear!" | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
Dong Zhuo found this answer delightful and convincing. The next day the journey continued. A fierce storm sprang up, and a dark mist spread over the heavens. "What does this signify?" Dong Zhuo asked. "When you ascend the dragon throne," answered Li Su, "there will be red streaks of light through purple mists demonstrating the heavenly power of Your Majesty." Dong Zhuo's doubts were again satisfied by this interpretation. Dong Zhuo's carriage reached the capital gate. The assembly of officials welcomed him. Only Li Ru had absented himself for reasons of health. | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
Dong Zhuo entered his official residence, followed by Lii Bu, who extended his congratulations. "I shall be ascending the imperial throne," Dong Zhuo said, "and you will become the head of all military forces." Lu Bu thanked his patron and spent the night outside his sleeping quarters. That night a dozen boys were singing in the outskirts of the city, and the wind carried their melancholy voices into the bed chamber: A thousand li of green, green grass Beyond the tenth day, one can't last. "What is the meaning of the rhyme?" asked Zhuo.® "It only means," Li Su replied, "that the house of Liu will fall, and the house of Dong will rise." | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
At dawn the following day Dong Zhuo arrayed his honour guard. As his sedan chair reached court, he was surprised to see a Taoist priest in a dark gown and white headdress, holding a long staff. Tied to the top was a strip of cloth about ten feet long with the word "mouth" written on either end.® "What is this priest trying to say?" asked Dong Zhuo. "He is deranged," Li Su replied and had him chased away. Dong Zhuo went into the main court area. The assembled officials, splendid in their formal robes and caps, greeted him from the sides. Sword in hand, Li Su followed the carriage. | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
They came to a side gate on the north. Only twenty of Dong Zhuo's charioteers were let through. Further ahead at the entrance to the main hall Dong Zhuo could see a group with drawn swords standing around Wang Yun. Perturbed, Dong Zhuo asked, "What is the meaning of these swords?" Li Su made no reply as he helped push the carriage straight on in. "The traitor is here!" shouted Wang Yun. "Where are my men?" On either side a hundred weapons appeared. Halberd and lance were thrust against Dong Zhuo, but his armor prevented injury. Then, wounded in the arm, he fell from the carriage. "Where is my son?" he screamed. | 009 Lii Bu Kills the Tyrant for Wang Yun; Li Jue Invades the Capital on Jia Xu's Advice
