sentence,remark
任何情况下都可能遇到各种问题。不能第一时间想到逃避或者放弃。要训练自己这样思考：问题到底是什么？原因是什么？该情况下有什么机会？,
教育的任务不仅仅是传递“已经打开的盒子”里面的内容，更应该是培养孩子对“尚未打开的盒子”和“即将打开的盒子”里面内容的好奇心。,
成长性思维（Growth Mindset） 是美国心理学家Carol Dweck提到的一个概念，描述的是人们对待新事务，新挑战，或批评指责和失败时，能开放的去接受和面对，并从中汲取有益反馈让自己不断成长的一种思维和心态，拥有这种心态的人不惧怕失败，能将失败视为获得成功的经验积累。,
每一次不顺都是一次学习和成长的机会。我们的责任不是陷入自怜自艾，而是应该利用这些打击，来做一些建设性的事。,
在肢体动作上也会传达出情感意义，所以我们不妨在准备合作的时候轻轻触碰对方、在夸奖别人的时候拍拍肩膀和后背，在胜利的时候相互击掌欢呼，这样都会增进彼此之间的感情。,
当被表扬聪明的时候，往往会害怕下一次做不到这么聪明，就会放弃试错和努力了。当被表扬很努力、积极的时候，孩子会知道原来我努力了，遇到困难我也能克服，于是就会不断的去尝试，就会得到更多的成就感。,
在人多的地方做很难的事情，往往会因为众目睽睽而很有压力，反而连平时的状态都达不到，但是如果在人少的地方先练习熟练，然后在人多的地方做演示，就会极大的增强自信。,
如何把注意力放在当下？要让你的心变得很大，大得像苍穹，那么，当在你身上发生了不好的事情时，你并非无感，只是你的心大得像宇宙，里面包含了对人生所有事情的察觉。当你这样想时，别人的负面之词就像是云彩飘过天空，不会让你受到干扰。,
有些人的心就像一块海绵，每个人对他们说的每句话都会被吸收，到最后他们的心就会变得又湿又重，他们很难去做他们想做的事情，因为他们全身心地沉浸在别人的想法和感受里。,
人生的意义不在于你活了多少岁，而在于你是如何度过这些岁月的。,
如果一个人一晚上意外获得了10万元，然后又失去了9万元，那么接下来的很长时间里，他会一直在琢磨那天晚上怎么这么倒霉，竟然失去了9万元，而并不会去考虑那天晚上最终他幸运地获得了1万元。,
在“面对失败不轻言放弃”的心理背后，是“自己可以通过努力提高能力”的思维方式在发挥作用。德韦克教授把这种思维方式叫作“成长型思维（growth mindset)”。别轻易断定目标“无法实现”，它只是“尚未实现”。别轻言放弃，认为自己做不到，而是要相信自己只是“尚未做到”。,
犹太父母非常重视自己的榜样作用，在孩子面前，他们会时刻注意自己的言行。,
美国儿科权威医学博士斯波克说：“孩子是通过观察他们的父母来学习尊重、爱和得体的行为的。”所以我们说，父母才是孩子最好的老师，父母的榜样作用对孩子至关重要。,
B 站 up 主 @哈哈时间到 做了一次试验，征集了 30 位「志愿者」爬楼打卡 30 天。结果显示，坚持爬楼打卡的人里，最多的那位减掉体重 16.9 斤。爬得越多，减掉的体重也越多。,
高强度间歇性运动是全球公认的减肥最快的运动：胯下击掌，左右交替，持续20秒，中间休息10秒，做4~6组。,
高强度间歇性运动：开合跳，左右交替，持续20秒，中间休息10秒，做4~6组。,
高强度间歇性运动：前踢腿，左右交替，持续20秒，中间休息10秒，做4~6组。,
我要用浅浅的微笑温暖这一天。,
微笑是最便宜的保健品。笑一笑，你就拥有了温暖的瞬间。,
鼻子堵住了可以使劲擤鼻涕吗?建议不要。鼻腔和鼻窦、眼睛、中耳相通，如果用力擤鼻涕可能引起这些部位感染。擤鼻涕不要用力过猛，可以一侧擤完再擤另一侧。还可以使用生理盐水清洗鼻腔，热敷鼻子等帮助鼻子恢复通气。,
正念书法是一种结合了书法艺术和正念冥想的练习，旨在提高写字者的专注力、平静和创造力。正念书法可以帮助人们放松身心，减轻压力，增强自信，培养美感。如果你想体验一下正念书法的乐趣，你可以试着用一支毛笔和一张纸来写下你的梦想。,
沉浸在自己喜欢的事物中，才算真正“清空大脑”。每天花点时间， 接触艺术、音乐、运动、与人交谈 等来转移注意力，让自己从复杂任务中抽离。你也可以透过 烹饪、抚摸宠物、书写日记 等经科学证实有助纾压的方法，让精神真正休息。,
人不是被过去决定，人是被未来召唤。这是人特别重要的竞争优势。人是可以改变的，痛苦可以消失，原生家庭或是过去的经历，也是可以挣脱。,
脑科学领域的研究指出，人类的大脑具有可塑性，相信可以改变，最后就可以改变。,
经济学有一个著名的“隧道效应”，就是当你开车进入隧道以后，如果在黑暗之中，车子长期停滞不前，你就会变得心情越来越不好甚至沮丧。但是，如果车子能够动起来，即使缓慢的开始移动，能够看到隧道尽头的光，人的心情就会好起来。,
在纸上列下十个优点，不论是哪方面（细心、勤奋、有耐心等），然后每天都看一遍，让自己更加自信。,
在你想要放弃的那一刻，想想为什么当初坚持走到了这里。,
是否还记得新年确立的目标？,
人们总是倾向于看到经过某种筛选而产生的结果，却不去关注筛选的过程，因此忽略了被筛选掉的关键信息。这就是“幸存者偏差”。一直做饭的老妈从不挑食，为什么？因为她买菜的时候已经挑选过了。,
人们经常根据容易获得的现成信息或案例来想象世界。比如在某个时间发生了飞机坠毁事件，通过媒体的频繁报道，就会让一些人觉得乘坐飞机很不安全。事实上，坐飞机有一定的危险性，但是概率极低，飞机算是所有交通工具事故发生最少的。,
有一个西安人，他有一个发小特别恨日本，他就送给对方2万人民币让他去日本玩了一圈，回来后那人就沉默了，因为看到了什么是文明社会。,
想象自己在面试中表现出色，或者在演讲中获得掌声。这样的具象化可以帮助你更好地实现目标和提高自信心。,
丁尚彪：人总是要有一种拼命的精神，没有这种精神，你干什么都不行。,
碰到不如意的事情，设法尝试用幽默的方式去化解。,
董宇辉的学历很普通，形象也相对普通，但他有一个绝招，就是爱读书，这种对阅读持续的兴趣和强大的自学能力，使得他能够顺利转型，并在一众主播中脱颖而出。,
让孩子自己来。少替孩子做决策，但家长可以提供参考意见。孩子迟早要长大的。成长的过程就是为将来独立生活储备知识和技能的过程。父母不可能永远陪着孩子。,
引导孩子自己洗衣服。培养对生活自主管理的意识。,
让孩子分享一件最近感到高兴的事情。,
让孩子说说同学的优点或特点。既锻炼表达能力，也让孩子从同龄人中学习。,
想想你一天有多少次叹气？有多少次微笑？如果微笑太少，不妨现在就偷偷笑一个。大笑的时候人体会激活 53 块肌肉，甚至还有少许减肥功效，其中因笑而动的脸部肌肉也有17个之多。以眼部为例，一个笑容会牵扯眼轮匝肌及一系列相邻的肌肉如额肌、皱眉肌、降眉肌等等。,
幸福是过程，而不是结果。如果你认为是幸福是结果，很可能终了一生幸福都不会到来。 确定一个目标，并想方设法为之而努力，解决不断出现的问题，也就是奋斗的过程，能带来持续的快乐。幸福就在当下，而不是进入棺材的那一刻。,
我们容易对外界产生愤怒情绪，是因为经常对别人抱有一种“你应该”的心态。当我们的思维习惯了“你应该”的模式，就会对外界抱有极高的期待，一旦外界的变化达不到我们的预期，我们就会对此产生愤怒、失望的情绪。世界本来就是参差百态，平常心看待。,
我们可能会认为所有人都应该文明礼貌，不能有插队、随地吐痰的现象存在，当遇到这样的人和事，我们就会认为他们过分、不合理、不道德，从而产生失望和愤怒的情绪。碰到不符合自己期待的现象时，不妨问自己“为什么会这样”。,
人暴怒的那一刻是一触即发且不受理智的，当你觉得情绪就快要爆发时，请在心里默念15个数，等待怒气消解和理智回归。当静等片刻之后，你会发现愤怒情绪它没那么“上头”了。,
不管什么年龄，对没有经历过的事总是期待的。人活着可能没什么意义，但没有意义的事都经历过，也是意义。(尔今夏),
经常性禁食可以让身体进行宝贵的“清理工作”。饭后，你会从碳水化合物食物中吸收葡萄糖作为能量。身体可以立即使用该能量，或者将其储存起来晚些时候再用。但在“空腹”状态下，也就是在最后进食10-12小时之后开始，体内的葡萄糖已经耗尽。这时，肝脏开始把储藏的脂肪分解成称为酮类的脂肪酸，用做“燃料”。这一过程被称为“代谢转换”。这就是间歇性禁食能减肥的原因。,
这个世界上最牛的商业模式，是卖无效的东西，或者效果是消费者自我心理暗示证明的东西。 因为这样，它的效果就永远不会被更有效的东西颠覆。,
@不明真相的群众：贾母是红楼梦里智慧的天花板，情感丰富又不失理性。善于享受这个世界的美好，又知道宽容这个世界的不完美。,
思考一下具体的“我”，每天该做什么，才能过好自己的生活，也许“民族的记忆”就不会构成你的负担。 如果你接触一个个具体的日本人、美国人、巴西人、利比里亚人，而不是坐在家里想抽象的“日本民族”，也许“如何面对日本这个民族”就不会再困扰你。,
学会鉴别信息的质量和真伪；其次区分观点和事实；此外，学会先去探究现象背后的原因，而不是动不动就抱怨和指责。,
不要把太多的精力放在那些应然话题（应该如何）上。不要责怪那些告诉你世界是什么样的人。,
人们在做经济选择时，因为自己要承担后果，人们就会变得理性；而在政治领域，由于每位选民都不需要对自己的政治主张直接承担责任，人们就会理性地选择不理性。用卡普兰的话来说叫“理性胡闹”。,
1979年中美正式建交，邓小平立即访问美国。社科院副院长在飞机上问他：“我们为什么要这么重视同美国的关系？”邓小平答：“回头看看这几十年来，凡是和美国搞好关系的国家，都富起来了。”,
最佳学习策略之一：把别人教会。在孩子复习完某一部分课程后，邀请孩子讲述一遍给你听：由孩子扮演教学者，父母则是学习者，孩子分享学到的知识给父母听。,
走路是一种简单而有效的运动方式，对身体健康有很多好处。以下是一些增加步数的小技巧：每天早上或晚上散步，每次30分钟，可以增加约3000步的步数；如果你乘坐公共交通工具上下班，可以在下车后步行一段距离；如果你有宠物，可以每天带它出去散步；如果你在家工作，可以每隔一小时起身走动一下。,
根据《美国医学会内科学》的一项研究，每天行走7500步可以得到最大的健康效益。该研究还发现，每天行走每增加1000步，死亡率就降低约15%。因此，每天行走越多，死亡风险就越低，直到每天行走达到7500步时，死亡风险不再产生变化。 ,
山东省济南市中心医院消化一科主任医师王德荣2006年4月在健康时报刊文说，刚到日本时，很长时间都饿得饥肠辘辘，因为日本医院食堂的饭，用他的话说是“少得可怜”。几片新鲜蔬菜、四五片肉片、一碗酱汤、一小碗米饭就是一顿份饭。,
数据显示，日本每年人均吃鱼由70多公斤增长到100多公斤，甚至超过人均大米的消耗量，是法国人均吃鱼量的两倍多。,
每个人都是自己的上帝，如果你自己都放弃自己了，还有谁会救你？每个人都在忙，有的忙着生，有的忙着死。忙着追逐名利的你，忙着柴米油盐的你，停下来想一秒：你的大脑，是不是已经被体制化了？你的上帝在哪里？,
当你感到痛苦的时候，不妨换一种角度看待眼下发生的事情。,
人生不能像做菜，把所有的材料都准备好了才下锅。,
世界上本没有路，有了腿便有了路。,
不管你做什么，都要做到极致，工作就工作，笑就笑，吃饭的时候要像是最后一餐那样去享受。,
过去就让它过去，明天还要开始啊。,
不管何时何地，做你想做的事永远都不嫌晚 。,
如果你有梦想的话，就要去捍卫它！那些一事无成的人，才会告诉你你也成不了大器。,
要学骆驼，沉得住气的动物。看它从不着急，慢慢地走，慢慢地嚼，总会走到的，总会吃饱的。,
李安：有的人嘴上说的头头是道，但一出手，感觉到自己不高明，就放弃了。但是我不怕，我总是敢出手，不怕自己不高明。,
巴菲特：你财富自由之后想做什么工作，现在就该做什么工作，这样的工作才是理想的工作。,
巴菲特：我们从来不想已经过去的事，我们觉得未来有那么多值得期待的，何必对过去耿耿于怀。不纠结过去的事，纠结也没用，人生只能向前看。,
人能做的是改变能改变的事情，而不是抱怨不能改变的事情。比如，已经发生的事情无法改变，但你对过往事件的看法是可以改变的。,
对于大多数人来说，知道事情超过自己的能力圈比拓展自己的能力圈更重要。比如在投资上，定投指数基金比投资个股更适合大多数人，就是因为前者对能力圈的要求更低。,
做好自己能做的事情，理解和容忍他人，接受这个世界上有大量无解的问题这个事实。,
婚姻并不一定是一潭死水，好的婚姻（家庭）是无价的，因为它能提供亲密的人际关系和信任、安全、舒适的感受，可以帮我们抵挡身处这个世界的孤独、寂寞和无助。,
人力资源投资的结果完全不可控，孩子能不能在经济上成功，不知道；孩子在经济上成功了会不会给你经济上的回报，也不知道。,
孩子无法成为你想要他成为的人，甚至无法成为他想要成为的人，就像大部分父母都是平庸的一样，大部分孩子也是平庸的，没有什么爱好，也不会有什么专长，但并不妨碍他们度过平安、稳妥的一生。,
放弃回报，降低预期，享受过程，接受结果，你就能跟自己的孩子好好相处。,
孩子不如别人，就像我们成人不如别人一样，是必然大概率存在的事实。,
招商银行从事的是高杠杆行业，而贵州茅台从事的是无杠杆行业，这意味着挣同样的钱，招商银行要冒更大的风险。,
企业的管理层很容易希望通过多元化，全产业链发展解决问题，但这未必真能解决问题，很有可能引发更多的问题。这就像一个人跟老婆相处不来，希望通过换一个老婆解决问题。一个人对工作不满意，希望通过换一份工作解决问题。这样的努力未必奏效。因为问题很大概率在自己身上，自己的问题又岂是自己能解决的。,
如果你买入一家公司的股票时一点儿不犹豫，并且它跌50%，你也不想卖，那么你就看懂这家公司了。,
从确定性的角度看，人的认知能力是很有限的，决策越多，失误越多。所以应该尽量少决策，少决策意味着要集中于自己有认知优势的企业(股票)长期持有，尽量减少交易。,
不要让重要的事情变成紧急的事情。,
投资要投蠢人都能管好的企业，因为早晚都会有个蠢人来管理。,
改变不了的事，就别太纠结。,
接收信息时注意区分事实与观点。不要让垃圾信息塞满自己的脑袋。,
所谓靠谱就是做事要有始有终，有反馈，最后形成一个闭环。也就是凡事有交代，件件有着落，事事有回音。,
花点时间想想你欣赏的东西。,
花一点时间为了活着而微笑。,
闭上眼睛，不加判断地注意当下发生的一切。,
每隔 20 分钟，在 20 英尺距离的物体上聚焦 20 秒。,
面对一面墙，将双手放在上面，然后做几个俯卧撑。,
双脚与肩同宽，身体下蹲就像坐在椅子上，然后站起来。重复多次。,
证据表明，少量的定期锻炼可以带来巨大的健康效益，包括显著减轻压力。,
你是否曾注意到自己的大脑可以独立解决问题？只需要远离电脑或手机，休息一下，思考一些完全无关的事情。,
长时间看手机屏幕会减少眨眼次数，从而使您的眼睛暴露在空气中。 快速眨眼几秒钟以刷新泪膜并清除眼表的灰尘。,
研究表明，爬楼梯是比慢跑每分钟燃烧更多卡路里的高强度身体活动。,
众所周知，艺术疗法对心理健康有很大的好处，尤其是在压力管理方面。写一首小诗，拍张照片，或者画一些小东西怎么样？,
大自然与积极的情绪、减少压力和焦虑有关。只要有可能，尽量每天在充满绿色植物的户外度过午休时间。,
打哈欠真的很有帮助，因为它会产生眼泪来帮助滋润和润滑眼睛。,
最新研究表明，自己缓慢呼吸有益于提升健康与延长寿命。,
闭上眼睛，想象自己身处一个平静、令人放松的地方，比如海滩或森林，专注于那个环境中的景象、声音和感觉。,
写作是最好的社交。任何值的分享的东西都可以写。写东西就像开车，有技巧，熟能生巧。但要站在读者的角度，想象可能给读者带来什么价值。,
美国权威儿科医生斯波克博士说过：孩子会通过观察他们的父母来学习尊重、爱和得体的行为。,
珍视你所拥有的，遗忘你所没有的。,
我要扼住命运的咽喉，绝不向命运低头。,
今天比昨天好，这就是希望。,
他所做的每件小事就好像抓住一棵救命稻草一样，到最后你才发现，他抱住的已经是参天大树了。,
过日子就是问题叠着问题。你唯一能做的就是迎接这些问题。,
不抛弃，不放弃，我们永远不忘记！,
“做得到”和“做不到”只在你的一念之间。,
寂寞的时候列出自己曾经想干的事，一件一件地完成，以诰青春的在天之灵。,
有时候死扛下去总是会有机会的。,
心稳了，手就稳了。,
人啊，就是要苦中做乐，不把难事儿当回事儿。,
所有的失败都是上帝在考验你是否真的热爱。,
选你所爱，爱你所选。,
生活本来就是平凡琐碎的，哪有那么多惊天动地的大事，快乐的秘诀就是不管对大事小事都要保持热情。,
明知道有些事可能会无能为力，但还是会尽力争取。,
别忘了，你也曾是第一名。,
有些事不是看到了希望才去坚持，而是因为坚持才会看到希望。,
问题就是机会。,
人只要想，就能做成任何他想完成的事情。,
领袖气质并不是天生的，是长期修身，内省的一种必然结果。意识决定行动，如果你认可这个观点，你又想培养领袖气质，你就会去研究怎么培养。反之，如果你不认可这个观点，你就不会去探寻实现路径。套用一句话，因为相信，所以看见。,
每个人都是巨大的潜力股，每个人身上都有无限的潜力。,
你想成为什么样的理想角色，就在头脑里架构他，不断的去思考他，不出半年，你会发现你慢慢的拥有了这个理想角色的许多品质。,
今天我该感激什么？,
闭上眼睛，缓慢呼吸，想象自己走出房间，看到光和亲人。,
每天12个拥抱。,
做运动能提高记忆力。,
幸福是一个过程，而不是一种结果。,
想象今天最希望发生的事情，并想象这件好事已经发生。,
想象自己在面试中表现出色，或者在演讲中获得掌声。这样的具象化可以帮助你更好地实现目标和提高自信心。,
如果你想要减轻压力，你可以想象自己在海滩上散步，听着海浪声，感受阳光和微风。这样的具象化可以帮助你更好地放松和减轻压力。,
每天回忆并写下一件让自己感到快乐的小事，就能很好地提升生活的幸福指数。,
下雨了，大家都匆匆忙忙地往前跑，唯有一人不急也不慢，在雨中踱步。旁边跑过的人十分不解，说：“你怎么不快跑呢？”此人缓缓地答道：“急什么，前面不也在下雨吗？”,
每天晚上至少写5件一天中值得感激的事情。当我们感激时，副交感神经系统功能增强，使我们变平静，从而加强免疫系统。,
与亲密的人拥抱触摸时大脑催产素分泌，血清素分泌水平会提升，而皮质醇的作用会减缓，这有助于平稳血压和抑制焦虑，降低心率，让人情绪更加稳定。,
有时你的欢乐是微笑的源泉，但有时你的微笑也可以成为欢乐的源泉。,
当你为拖延而懊恼的时候，把任务写下来，拆成五个部分。先做第一部分。,
你现在的烦恼，在你20年后，可能根本不值得一提。,
想像自己正在太空中俯瞰地球，你的烦恼就会变小。,
让孩子做家务是一个培养孩子社会技能的好机会。,
最初级的冥想简单易学，最大的特点就是“不想”：不带任何评价地看待一件事物，比如凝视一朵花、观察一片叶、仰望一次夜空……,
抽烟不仅是刺激呼吸道，它对胃和食管的刺激作用也很猛，抽烟时不仅是吸到呼吸道，实际也吸到了胃和食管里，尼古丁会对黏膜产生破坏。,
吸烟会破坏基因表达，加速衰老。,
17分钟的冥想，能够永久改善注意力。,
起床后到外面接触阳光，持续2-10分钟。,
睡前 2-3 小时不要吃任何东西。,
吃的食物太咸，吃点水果，清茶，黄瓜，番茄，摄入钾和抗氧化物质，能帮助排出钠。 ,
间歇性禁食：在一天的固定时间段来吃东西（比如9-18点），而其它时间段都不摄入任何食物(可以喝水)。间歇性禁食可能有助于治疗肥胖、胰岛素抵抗、血脂异常、高血压和发炎。,
是否处于禁食状态，主要依据是血糖水平。比如喝水并不会中断禁食，但含糖饮料就会。,
目前研究结果中最理想的进食窗口是8小时，结合社会习俗等，一般比较合理的时间在10-18点或12-20点的范围。,
晚饭后想尽快进入禁食状态，可以做一些轻量运动如散步等，加快血糖清理。,
肉桂皮、柠檬汁能轻微降低血糖。,
如果禁食期间觉得有些头晕、颤抖，并不需要立刻进食或摄入糖分，可以喝一点盐水（可以加柠檬汁），一般就能很好地缓解症状。,
肠道的微生物群不仅影响消化系统的健康运作，也对人体的免疫系统起到非常关键的作用。,
抗生素会严重破坏肠道菌群生态，需谨慎使用。,
婴儿出生、成长的方式会形成非常不同的肠道菌群生态。暴露在微生物环境中（但要注意会引起疾病的情况），对于维持菌群环境是有益的，比如家里养宠物、让孩子自由玩耍等，不需要过度清洁与消毒。,
肠道菌群可以发酵高纤维食物，产生短链脂肪酸，这些物质可以改善肠道屏障，降低炎症，调节免疫系统，预防肥胖和糖尿病等慢性疾病。一些高纤维食物的例子有：葡萄、芹菜、胡萝卜、奇异果、纳豆、泡菜、酸奶等。,
感恩能增加幸福感。每天睡前记录自己一天中值得感恩的事情。,
散步，并感谢您所看到的每一个事物：阳光、空气、树木，花朵，天空，鸟类。,
膳食纤维减少，可直接导致短链脂肪酸产生菌减少、短链脂肪酸合成减少，减肥很难成功。,
与朋友和家人多交往：与爱的人在一起能够让你感到快乐和支持。,
限制抖音等媒体消息的摄入量：过多的新闻和社交媒体会让你感到焦躁不安。,
总结每天的高光时刻能提升幸福感，不妨养成这个小习惯：每天睡前总结自己一天中最好的时刻。,
人打一次哈欠所吸入的氧气量是一次正常呼吸时吸入氧气量的5倍。因此，办公室一族在感到疲劳时应强迫自己打几个哈欠，每次打哈欠时一定要尽量将嘴张大，使自己吸入更多的氧气。这样就会改善大脑的缺氧状态，使脑细胞重新活跃起来。,
缓解腰背酸痛最好的办法是倒着走。临床研究发现，成年人倒走100步对腰背的锻炼效果相当于做一整套广播体操。这是因为倒着走可以调动腰背部一些平时无法得到运动的肌肉，使其血液循环得到改善。每倒走10步为一组，每走完一组就掉转方向，可连走10组。,
长寿的四大基石：第一，天天要活动；第二，饮食有节制；第三，日日有盼头；第四，生活不孤单。,
与每天走2700步或更少的女性相比，每天只走4400步的70多岁女性过早死亡的风险降低了约40%。,
有氧运动通过使人体大量出汗加快血液循环，并刺激体内如皮质激素与β-内啡肽等脑啡肽类的分泌，有利于抑制不良情绪，消除烦恼。简单的有氧运动有跑步、爬楼梯、快走、跳绳、原地徒手跳绳。跳绳跑步要注意保护膝关节。,
伦敦大学国王学院的一项新研究发现，光是天然抗抑郁剂，可促进人体内维生素D的生成，帮助抵御癌症和心脏病。晒太阳时，户外散步最好，哪怕靠窗坐着也会有益。简单说，时不时晒晒太阳。,
运动医学家表示，如果平时久坐少动，意味着身体闲下来，这会让黏性物质不断积累，导致血糖和血脂水平上升，即使定期健身也于事无补。建议每坐一小时就站起来活动个三五分钟，比如绕远道去上个厕所，或者去水房倒杯水，等。,
过度饮酒抽烟者是高血压易患人群。,
一餐不要吃太饱，少吃多餐。,
如果感到焦虑，就把焦虑写下来。,
如果感到焦虑，就出去散步。,
注意力在哪儿，精力就流向哪儿。所谓目标感！有目标，精力自然就来了。,
体能好，尤其是心肺能力特别突出的人，大脑供血、供养、供糖都会更好。所以大脑的工作效率也高，长时间地工作更不容易疲劳。,
调整饮食偏好，用坚果代替薯片。,
在遇到错误导致的沮丧感觉时，可以不断增强自我暗示，失败是帮助我们学习成长的唯一路径，对我们是有益的，以此增加多巴胺的释放，提升学习动力和过程中的愉悦感。,
刷抖音时，不同的信息以非常快的速度频繁切换，这对我们的注意力是有伤害的。2014年的一项研究表示，我们每天在手机上花费的时间应该少于60 分钟（青少年）/120分钟（成年），以免引起注意力障碍问题。,
17分钟的冥想，能够对大脑中的神经元做重新连接，永久地改善注意力。,
要提升大脑健康和效能，保证高质量的睡眠，其次是运动。运动方面，对大脑直接帮助最大的是有氧运动，提升心肺功能，支持大脑供能。建议每周150-180分钟的有氧训练。,
对于大脑健康有帮助的食物，鱼、牡蛎、鱼子酱、奇亚籽、核桃、大豆等，含有Omega3， 尤其是 EPA 等脂肪酸，是大脑组成的重要部分。,
对于大脑健康有帮助的食物，蓝莓、黑莓、葡萄等含有花青素，可以降低DNA损伤，缓解认知下降等问题。,
当你从来不感受饥饿时，你的衰老时钟也走的更快。,
可以偶尔尝试一整天都不吃东西。,
X光检查会破坏基因表达，加速衰老，没有必要时，避免接触。,
只要每天多喝一杯含糖饮料，总体死亡风险将增加7%。,
只要每天多喝一杯含糖饮料，心血管疾病的风险将增加10%。,
只要每天多喝一杯含糖饮料，癌症相关的死亡风险将增加16%。,
丹麦一项长达26年的研究发现，多晒太阳能显著延长寿命，即使是由于过度暴晒诱发皮肤癌的患者，平均寿命也比普通人长了6岁。 https://zhuanlan.zhihu.com/p/76301306 ,
经常不刷牙的人：癌症、慢性阻塞性肺病及肝硬化风险分别增加了9%、12%和25%，过早死亡风险增加25%。,
久坐时间每天每增加1小时，心血管疾病发生风险增加4%，癌症增加1%，全因死亡风险增加3%。,
72岁之后男性每周做重型家务可以减少29%平均死亡率。重型家务：吸尘、擦地板、拖地、擦洗窗户、洗车、搬动家具、搬煤气罐等等。,
在晚上要尽量减少光源的接触，因为这会扰乱我们的生物钟，让身体系统误以为是在白天。尤其是晚上 11 点到次日凌晨 4 点之间接收光源，会抑制后续几天的多巴胺的释放，影响心情，心理健康，专注度，学习能力，新陈代谢等等。,
安静下来，试着从日常生活中寻找好消息，特别要关注那些微小的事务，比如看看孩子的脸庞，闻闻橘子的味道，回忆一段时期的美好回忆，看看工作中取得的一个小进展等。,
闭上眼睛，想象你在寒冷的冬天，坐在院子里的沙发上晒太阳，渐渐地，一股暖流漫向全身。你放松全身，享受这一刻。,
闭上眼睛，花几分钟做几个深呼吸，放松，稳定一下你的情绪。随后，你可以把注意力集中在肚子上、胸口，或者嘴唇上，感受它们随着呼吸一起一伏。,
冥想其实不难，只要你曾经专注地仰望过次星空、观察过一片树叶....你就体验过冥想。,
想象你忙碌了一天，饭后散步到海边，坐在一块石头上，静静地听着海浪一阵阵拍打岸边的声音。远方偶尔传来一阵清脆的汽笛声。,
发信息给帮助过的人，以表达你对他们为你所做的事情表示感谢。这样做能提升你的幸福感。,
潜藏在人们内心深处的最深层次的动力，是想被人承认，享受人尊重的欲望。少打击孩子，多鼓励，尤其是双方想法不一致时，不要居高临下立刻反对。比如，如果孩子要养宠物，你会怎么想？,
我们虽然要为目标奋斗，但更要享受沿途的风景。专注于事情本身带给你的享受，要比得到那个结果更为重要。,
儿女是属于他们自己的。他们的现在，和他们的未来，都应由他们自己来设计。,
能站在儿女角度思考问题，理解儿女的所思所想，和儿女就没有什么代沟和隔阂。,
少点表扬孩子的聪明，多点表扬孩子的努力。,
感恩会激活神经递质，例如多巴胺（我们与愉悦感相关）和血清素（调节我们的情绪）。想养成感恩习惯，可以从很平常或无关紧要的积极行动和事件开始。比如，回忆父母每天为您做的饭菜，或者为您做的家务，哪怕是洗衣服。,
孤独者易患高血压——多说话，多做事减轻孤独感，增强价值感。,
心情不好的时候，放下手机，出门去散步5分钟。,
我们在满足了基本的吃住的需求后，收入也不再对幸福水平产生什么影响。想想，我们这一代要比父辈那一代富裕的多，我们现在也要比小时候可支配金钱要多，但我们有变得更快乐了吗？,
要发现和欣赏自己的长处。欣赏好的事物非常重要。回忆别人对的赞美，你就能发现自己的优点了。,
因为相信，所以看见。意识的作用非常强大，让你变成自己想变成的样子。每天对自己说：我的目标一定能实现。,
多数人都是照你做的做而不是照你说的做。如果你要教育你的孩子诚实很重要，不是告诉子女“诚实很重要”，而是你自身有多诚实。,
想象目标实现之后的样子。我们的大脑无法区别真实的事物和想象的事物。当我们想象成功时，尽可能逼真点，尽量使人有所感受。因为感受越真实，我们的大脑就越相信这是真实的。,
问题就是机会。,
快乐能使人长寿。,
有很多好事值得我们感激，但我们都把它们习以为常，认为理所当然。例如我们把父母、朋友对我们的好视为理所当然。,
晚上用一分钟去回忆，回想你度过的一天，写下让你心怀感激的事物。,
实现目标本身并不会带来幸福，而是拥有目标让人幸福。,
实现目标也不会让你变得更快乐，在为目标奋斗的路上才是最快乐的。,
找出你能做的事，然后再从中找出你想做的事，把它们一一写下来，写张清单，接着从你想做的事中，找出你最想做的事，看着这些，从中找出，你最最想做的事，然后就做那些事。,
克服拖延的方法：“五分钟起步法”，要先开始行动，行动会慢慢地影响我们的态度。比如你要学习一个小时，那要先开始学五分钟，不管刚开始怎么抗拒，你都要把这五分钟做好。,
一个人能犯的最大错误就是害怕犯错。,
每天至少十五分钟的冥想练习，每周六到七次。,
我们最不能放弃的就是运动，越是没有时间越是应该去运动。它能使你更充分的利用学习时间，提高创造力。,
运动使我们平静，使我们的身体处于自然状态。要养成习惯，尽管去做，把它规律化，不要分析太多，尽管去运动就行了。一周三到四次。养成习惯之后，就没那么痛苦了。,
把睡眠当做一种投资。睡眠能显著增强身体的免疫系统。,
正念冥想，每天10或15分钟，或有安排地做几个深呼吸。,
开饭前先感谢做饭的人。,
如何增加幽默：把生活中有趣的事记录在日记中。,
我的伴侣有哪些优点，让我觉得感激，经常这么问问自己很重要，尤其是遇到矛盾时。,
和伴侣多沟通积极正面事件。,
我和伴侣的关系有什么美妙之处，我们怎么会走到一起的？,
人平均每天说三个谎，当我们说谎时，或者我们想不停地表现自己时，我们是在说“这样的我不够好”，我需要成为另一个人，让别人来喜欢我。其实，被了解而不是被认同才是我们该追求的，真实让我们自由。,
悲观者在每个机会中看到困难，乐观者在每个困难中看到机会。,
独立的人更加平静，不会不停地向别人证明自己。,
经过时间检验的好的小说、传记等，比学校的教科书更有营养。,
